,TotalPop,Total; Estimate; AGE - 16 to 19 years,Total; Estimate; AGE - 20 to 24 years,Total; Estimate; AGE - 25 to 29 years,Total; Estimate; AGE - 30 to 34 years,Total; Estimate; AGE - 35 to 44 years,Total; Estimate; AGE - 45 to 54 years,Total; Estimate; AGE - 55 to 59 years,Total; Estimate; AGE - 60 to 64 years,Total; Estimate; AGE - 65 to 74 years,Total; Estimate; AGE - 75 years and over
2048,45778,2210,2636,2505,2554,5337,6573,3614,2809,3903,3675
2049,68889,3096,4067,4233,4375,8583,10028,5589,5228,6758,6048
2050,43799,2233,2465,2354,2582,5692,6564,3593,2461,4127,2969
2051,375702,23618,31176,21280,23003,46588,52323,25084,21369,26940,20451
2052,27825,1395,1433,1431,1386,3351,4322,2522,1892,3121,2147
2053,39005,2222,2404,2078,2192,5033,5792,2746,2551,3731,2576
2054,135520,7391,8686,7913,7494,15831,18896,9953,9237,13247,10539
2055,202166,10597,11531,11737,12116,26249,30460,15618,11942,16206,10571
2056,41869,2382,2836,2306,2449,5107,5967,2816,2878,3546,2632
2057,104584,4813,5769,5756,6128,13226,15613,8451,7545,10354,8486
2058,36602,1795,2047,2060,2096,4326,5144,2943,2313,3564,2778
2059,42231,1997,2453,2209,2322,5148,5915,3167,2924,4343,3790
2060,1257401,66258,82551,83687,79781,149037,180573,93372,82359,104883,99213
2061,51919,2637,2831,2587,2895,6075,7463,3650,3460,5100,4335
2062,38311,2241,2495,2038,2351,4660,5102,2996,2403,3463,2856
2063,193024,10218,8564,8000,11303,29871,28735,11711,10316,12562,7797
2064,75369,3527,4400,4204,3967,8616,11102,6692,4953,8013,6400
2065,151526,8537,8736,8235,9064,20217,22228,10055,8925,12101,8629
2066,28659,1501,1592,1605,1695,3625,4153,2189,1749,2659,1988
2067,1253507,63393,95606,113473,97594,163271,158389,73821,61930,73995,54694
2068,42296,2418,2332,2154,2479,5028,6200,3273,2721,3660,3005
2069,30203,1604,1853,1812,1708,3587,4308,2306,1862,2908,2241
2070,93895,5306,4893,3754,3787,10235,15030,7861,6556,9433,6946
2071,164825,10614,15106,11267,9934,18033,22468,11629,10099,13870,10778
2072,39414,1928,2219,2232,2160,4721,5681,2983,2737,3856,2937
2073,808703,43330,57286,61092,53982,94604,111076,54688,49723,59056,52645
2074,75508,4281,5125,4933,4745,9044,10449,5456,4613,6364,5309
2075,31576,2486,3494,1643,1663,3673,3945,2050,1752,2569,2027
2076,15397,731,797,752,766,1766,2330,1504,1015,1719,1367
2077,27463,1498,1583,1507,1621,3301,3950,2249,1643,2441,2329
2078,43031,1990,2454,2357,2597,5420,6013,2794,2931,4053,3086
2079,28547,1604,1540,1445,1574,3626,4262,2320,1914,2932,1946
2080,43808,2939,3163,2710,2443,4736,4969,2280,2159,2903,2412
2081,58497,2867,3436,3398,3529,7374,8265,4241,3793,4958,3801
2082,32624,1825,1892,2002,2015,4189,4475,2597,1922,2930,2081
2083,67349,3609,4728,3449,3491,7664,9612,5544,5189,7044,5979
2084,60945,3972,4828,3277,3308,6875,8130,4293,3944,5419,4227
2085,229701,11470,12497,12852,13282,27816,35017,18748,15266,21974,17968
2086,61057,2966,3593,3429,3819,7901,8710,4118,4313,6031,4508
2087,170678,9404,10518,9210,10116,21474,25097,12330,10293,14707,9942
2088,45323,2380,2430,2395,2632,5520,6583,3124,3386,4210,3106
2089,305405,16478,18388,16074,17242,38465,44844,21987,20309,26850,20983
2090,433404,23492,32716,30826,27035,52264,59389,31332,26783,33904,28034
2091,43732,2133,2662,2712,2921,6477,6977,3065,2461,3384,2524
2092,231857,11762,14854,13136,12835,26967,32945,18719,16907,22127,21767
2093,65483,3049,4395,4353,4369,8427,9710,4853,4252,5662,4535
2094,176362,9206,8839,8625,9721,23504,27901,13113,11191,15367,10610
2095,23234,1119,1251,1297,1381,2886,3425,1806,1735,2282,1709
2096,40723,2313,2284,2205,2285,4645,5592,3466,2224,3413,3280
2097,104081,5098,5467,5772,6133,12915,14883,7768,6701,9900,7396
2098,14239,647,693,697,746,1642,2030,1082,1159,1804,1302
2099,531987,27035,37019,35457,33716,62224,73450,36554,34425,46314,40273
2100,14773,805,796,741,844,1661,2168,1064,1190,1559,1221
2101,34935,1865,1841,1639,1987,4515,5217,2571,2522,3107,2156
2102,85933,4803,5716,5056,4918,10147,12086,6115,5627,7618,6382
2103,14498,382,957,1031,984,1357,1752,1635,1310,1681,1553
2104,40769,1887,1899,1873,2032,4461,6211,3673,3318,5080,3639
2105,18951,991,987,1116,1080,2288,2770,1531,1235,1784,1348
2106,35983,1879,2194,2010,2139,4500,5338,2677,2235,3161,2058
2107,57075,3146,3652,3480,3692,8058,8259,3956,3123,4643,3324
2108,28291,1607,1659,1503,1625,3672,4065,1859,2003,2503,1938
2109,162080,12484,18639,9336,8489,17961,23195,11504,10002,13258,9547
2110,41328,2092,2283,2262,2315,5026,6136,2911,3089,4043,2903
2111,34037,1740,1970,1809,1995,3813,5109,2614,2077,2690,2503
2112,121533,5855,7514,7256,7539,14716,17112,8634,8339,11565,9983
2113,77125,3543,4601,4625,4956,10656,11911,5834,4726,6700,4732
2114,59559,3093,3495,3242,3438,7250,8716,4731,3910,5389,4587
2115,76871,4168,5264,5003,4758,9858,10494,5637,4849,6897,5771
2116,55549,3565,4118,3053,3187,6539,7608,4046,3832,4705,4112
2117,48902,2829,2705,2749,2826,6125,7171,3542,2951,3853,3050
2118,374273,20159,23819,21387,21359,44088,53261,28906,24653,34745,29996
2119,541318,28421,35312,34900,32569,65599,78963,41088,35532,45765,39421
2120,203341,9979,12226,11090,11026,23967,29756,16014,15149,20926,17876
2121,92531,4518,5135,5433,5308,10870,13002,6980,6329,8598,7550
2122,54688,2710,3005,2987,3553,8513,8363,3645,2587,3463,2291
2123,28262,1461,1615,1423,1740,3333,4050,2133,1801,2668,2382
2124,13142,693,761,655,720,1742,1973,965,963,1208,784
2125,223868,11345,11228,11684,13584,32078,34694,14288,12379,15934,11403
2126,60871,3325,3844,3195,3420,7143,8899,5119,4059,6386,5106
2127,115915,7012,7967,6471,6432,13299,15518,7985,7315,10019,8099
2128,37061,1827,2091,2187,2181,4516,5385,2822,2396,3422,2965
2129,129504,10486,15770,7705,7225,14596,16336,8687,7229,9493,7862
2130,22190,1092,1189,1161,1312,2822,3143,1581,1534,2037,1858
2131,22136,1239,1421,1265,1365,2779,3038,1472,1253,1893,1215
2132,5877,212,258,318,288,842,945,439,388,587,500
2133,13899,647,867,856,875,1656,1941,997,893,1413,962
2134,5445,341,251,250,278,713,772,373,383,499,431
2135,22971,982,1682,1934,1772,3126,2827,1226,1469,1511,1386
2136,9680,313,497,540,592,1188,1340,817,541,950,819
2137,45068,2366,3503,3119,2773,5011,5487,2765,2530,4291,3059
2138,29437,1593,1810,1993,1966,3435,3992,1728,1892,2546,1919
2139,132922,6435,6908,8659,9645,18092,16858,8127,6516,8853,5930
2140,48407,2434,2859,2945,2936,6182,6350,3363,2797,4160,3387
2141,48404,3302,5285,2826,2976,5214,5915,3359,2382,4177,2889
2142,14979,627,943,771,818,1681,1958,1068,1046,1657,1237
2143,2221,109,97,140,83,277,277,176,163,282,257
2144,274024,16206,29998,20517,20274,33678,33127,15705,13986,18439,12303
2145,5666,322,338,262,287,669,736,420,378,613,533
2146,123066,7776,12349,11187,9988,15216,15175,7084,5692,7652,5830
2147,6000,313,338,262,420,748,823,422,405,617,493
2148,14563,735,896,813,855,1782,2174,946,953,1573,1156
2149,70899,3773,4097,3986,4196,8550,9939,5033,4550,6818,4755
2150,29169,2175,3593,2156,1940,2882,3243,1638,1323,1968,1827
2151,41878,1934,2087,1957,1998,4478,5545,3142,3179,5715,3508
2152,4904,277,223,241,285,498,652,360,299,495,424
2153,4102,197,195,163,215,463,545,363,275,458,392
2154,62421,2958,4302,4579,4220,6976,7732,4314,3503,4887,4518
2155,27751,1416,1646,1525,1702,3293,3554,1845,1735,2619,2086
2156,54351,3029,3092,3154,3619,6567,7636,3879,3126,4640,3193
2157,4458,198,226,225,227,468,642,303,344,458,484
2158,6018,282,295,455,473,947,742,453,302,591,538
2159,2758,181,107,163,155,369,346,209,174,266,268
2160,3843,206,131,235,201,405,556,237,257,295,359
2161,12746,651,772,712,768,1460,1649,724,908,1458,1018
2162,13519,632,904,925,937,1711,1766,917,816,1426,1168
2163,25574,1081,2127,2000,1732,3122,3150,1751,1247,1974,1560
2164,6270,346,339,309,314,716,839,513,406,688,526
2165,11039,593,638,673,525,1330,1472,777,749,1137,808
2166,45173,2546,2833,2515,2707,5030,5749,2923,3011,4296,3817
2167,15510,774,786,957,941,1880,2088,1003,864,1235,1093
2168,9127,480,426,476,610,1017,1289,593,728,1028,739
2169,10621,685,750,632,600,1146,1423,812,558,1088,932
2170,49860,2694,3026,2976,3033,6053,6694,3434,3123,4868,3357
2171,34759,1806,1839,1789,1941,4012,5047,2481,2285,3492,2257
2172,45326,2688,2946,2357,3108,5502,6178,3319,2618,3925,2634
2173,9843,539,621,531,551,1093,1228,641,669,1035,652
2174,37919,1965,2021,1917,2269,4859,5232,2344,2256,3130,2046
2175,33026,1851,2012,1708,1953,3878,4403,2446,1857,3172,2308
2176,19874,882,1005,929,982,2087,2719,1441,1645,2780,2101
2177,7730,333,415,365,513,783,1022,571,514,753,718
2178,16226,667,938,813,803,1745,2136,1305,866,1967,1332
2179,40929,2335,2429,2295,2427,4830,5500,2948,2624,4082,2726
2180,13797,760,824,708,850,1607,1789,930,928,1453,1080
2181,69471,3639,4527,4484,4575,8497,9127,4563,4408,6118,4766
2182,11421,555,587,639,673,1318,1650,873,694,1110,886
2183,10448,579,572,615,582,1180,1496,715,697,1091,852
2184,12160,611,752,679,811,1524,1705,847,670,1218,823
2185,774203,37691,55155,61742,56909,93890,94599,47992,39964,51872,41019
2186,39121,2216,2692,2188,2235,4516,5193,2631,2661,3687,2857
2187,47350,2526,2558,2541,2805,5402,6923,3603,3317,5129,3448
2188,31725,1983,2211,1749,1830,3655,4048,1973,1963,3162,2507
2189,16448,837,866,838,907,1928,2296,1248,1122,1735,1177
2190,80634,7168,16018,6475,4945,7352,7749,3809,3615,4719,3854
2191,44673,1967,2626,2999,2887,5361,6069,2930,2988,4662,3473
2192,38289,2250,3341,2767,2416,4262,4647,2345,2027,3292,2595
2193,71614,4002,5120,4357,4449,8800,9327,4639,4018,6334,4498
2194,11132,482,585,569,644,1131,1598,918,663,1392,1015
2195,3734,195,132,194,281,400,490,287,229,371,313
2196,90098,5083,5634,5088,5219,11071,13075,5920,5292,7855,5451
2197,25246,1504,1574,1323,1467,2877,3439,1666,1579,2460,1867
2198,41364,2195,2443,2364,2433,5164,5917,2731,2528,4106,2762
2199,44293,2360,2523,2581,2677,5207,5933,3418,2748,4179,3762
2200,21409,1310,1864,1705,1495,2833,2503,1326,1012,1194,976
2201,7591,410,443,433,533,792,1060,482,542,762,623
2202,637123,31766,43386,46360,44688,80243,80812,39929,34373,44040,35176
2203,76830,3922,4159,4268,4969,10214,10263,5117,4553,6981,3846
2204,51867,2602,3011,3146,3063,5889,6688,4043,2958,4846,4589
2205,11550,480,644,718,714,1265,1610,900,609,980,956
2206,9132,550,1156,714,603,818,1040,591,475,722,755
2207,21140,1226,1269,1564,1383,2744,2773,1389,1051,1640,1255
2208,15980,652,815,787,868,1559,2116,1264,1356,2186,1687
2209,88249,7288,14256,6037,4870,8702,9500,5730,5416,6692,5187
2210,399962,20841,22086,21931,23019,50171,57278,29574,28026,35813,24639
2211,38021,1829,2198,2353,2096,4162,5033,3403,2904,4180,2754
2212,50207,2526,2542,2233,2854,6367,7290,3711,4046,4987,3050
2213,62921,2638,3466,3215,3291,6126,8528,4886,5693,8305,6339
2214,21717,900,806,925,1026,2440,2784,1650,1833,3032,1882
2215,22377,612,1013,916,897,1982,2825,1915,2304,3961,2847
2216,175321,7376,8627,9843,10586,21804,22473,12352,12338,17990,10980
2217,107576,4936,5550,5857,5445,10984,14106,8130,9255,13797,10803
2218,1910,81,79,51,105,179,242,167,187,211,210
2219,7209,318,283,340,319,721,901,659,669,1057,837
2220,7195,408,364,349,347,778,930,646,569,910,628
2221,22938,963,1452,1355,1456,2950,3310,1546,1462,1824,1351
2222,212070,10056,12327,12677,12307,23404,26760,15217,16070,22998,17591
2223,22707,1231,1275,1244,1302,2509,2880,1699,1442,2374,1339
2224,84514,4028,4145,3935,3973,8544,10953,6163,7434,11434,8632
2225,66018,3339,4177,3910,3445,7381,8652,4689,5281,7265,5070
2226,7807,399,355,380,370,881,1162,649,690,1046,688
2227,363471,20089,35244,22142,22666,40825,44655,25477,25656,34417,25296
2228,47307,1845,2131,2163,2396,4551,6123,4134,4792,6910,4221
2229,121074,5912,7345,7408,7300,14259,15584,8333,8159,11432,8470
2230,30421,1618,2220,2051,2214,3570,3676,1642,1944,2662,2133
2231,330453,18377,22399,21980,22087,40324,40277,20014,19213,25532,19679
2232,11153,606,740,562,637,1385,1380,848,741,886,643
2233,788459,30832,51477,70025,72505,122111,100480,48372,45689,51754,36768
2234,79666,5201,6896,4037,4372,8804,9310,5196,4737,7101,5547
2235,1635,59,120,107,50,151,297,160,112,215,222
2236,25840,1100,1151,1318,1375,2655,3311,1849,2710,3361,2339
2237,76736,4187,5325,5221,4951,9640,9750,4738,4746,5876,4548
2238,25810,1499,2079,1435,1497,2721,3042,1959,1801,2553,2086
2239,6864,187,255,290,347,624,900,581,755,1007,774
2240,25687,1339,1506,1510,1410,2879,3121,1959,1808,2758,2161
2241,572071,27545,33316,41268,44064,84169,76261,34762,29776,36934,26358
2242,1415,51,54,64,42,106,174,125,127,289,174
2243,102366,6636,7119,5861,6335,12745,13336,7615,5373,8492,6703
2244,101589,6019,6841,5279,5230,11990,15479,7514,6960,9901,8012
2245,1229605,62214,83464,95712,82193,141519,171613,93732,81945,105859,104825
2246,66737,3017,3504,3427,3632,8056,10487,5679,4910,7100,6361
2247,168161,7749,9611,9437,9766,19022,25622,14155,11888,16583,16193
2248,48891,2313,2513,2344,2536,5934,7481,3618,3575,5375,4471
2249,415500,24648,28424,24548,23804,50261,61044,28360,24980,33985,30048
2250,124736,6148,8116,7138,7117,14968,17471,9453,8864,12433,11416
2251,61546,2914,3277,3349,3242,6886,9456,4579,4577,6598,5138
2252,626486,32378,34576,33965,34238,76483,103394,49895,41944,54889,46161
2253,185984,10749,11089,9856,10012,22838,29254,14836,12042,16302,14259
2254,135871,7311,8985,7273,7324,15830,19602,11408,10201,14005,13658
2255,4754,241,239,201,219,493,777,489,376,612,511
2256,63987,2733,3264,3428,3412,8018,10071,5625,4293,6763,5560
2257,160646,14855,30071,11898,9060,16408,18284,8978,7625,10470,8772
2258,514652,29456,31008,28712,28617,65281,79973,37146,30727,40219,31681
2259,38747,2768,4174,2267,1915,4295,5293,2853,2607,3683,3128
2260,80539,3652,4927,4656,4703,10624,12626,6027,5600,8040,7004
2261,39321,3057,4347,2037,2006,4261,5065,2800,2199,3569,3122
2262,66615,5178,7377,3385,3362,7445,9099,4754,4468,6046,5205
2263,86847,5197,5546,4581,4606,9946,12390,6453,6388,8926,6684
2264,245801,13654,16549,15675,14980,29833,34429,17232,15064,21602,18616
2265,273329,13255,16699,18627,17855,33226,39234,20201,17550,22023,18184
2266,563384,34567,39685,36017,34529,67046,81193,40159,34119,42197,41065
2267,30781,1539,1469,1465,1543,3657,5133,2635,2229,3205,3116
2268,277794,16942,21256,18695,16561,32054,38426,21208,17214,22984,19963
2269,133160,5961,7761,7747,7555,16441,19834,10758,9972,13479,12046
2270,7388,284,610,773,618,1237,912,589,544,980,602
2271,153003,7722,8404,8894,8904,19130,21178,10457,9336,14648,12441
2272,14631,737,767,765,789,1850,2179,1032,1014,1663,1121
2273,37338,2122,2669,2322,2242,4924,5456,2961,2621,3509,2769
2274,45686,2461,3050,2812,2728,5808,6627,3248,3175,4651,3632
2275,86551,6725,10526,4638,4418,8889,11644,6284,5817,7851,6750
2276,44258,2225,2598,2483,2447,5110,6491,3499,3026,4427,4120
2277,24448,1195,1345,1322,1378,2913,3602,1839,1473,2565,2225
2278,211960,11560,14463,13405,12328,24657,30158,15594,14137,20370,19046
2279,536494,29832,35455,34021,31608,61627,72060,35328,31570,43830,40981
2280,88231,4514,5240,4623,4755,10280,12711,6942,6679,8722,8784
2281,137616,6772,8267,7544,7907,16251,18867,9565,8655,12702,11540
2282,360774,19326,22780,22404,22599,44765,51504,24313,21296,28972,26523
2283,318222,16298,21350,19360,18234,38538,46807,22907,21535,30599,29003
2284,115398,6216,8600,7645,6699,13292,16515,8355,8025,10493,9570
2285,42070,2433,2643,2400,2397,5598,6102,3421,2677,3991,3613
2286,113623,7053,7819,5832,5801,12957,16439,9072,7690,11331,11064
2287,46452,2187,2449,2488,2520,5378,6631,3312,3137,4911,4297
2288,167306,11772,12476,8811,7966,19629,28131,13446,10734,14459,9625
2289,818677,41275,44899,49731,51326,103912,123602,58748,50432,67273,63061
2290,18302,904,881,1237,1150,2016,2652,1457,1242,1749,1846
2291,300941,17608,20216,16991,16767,36621,44755,22215,19039,26533,24072
2292,93038,4095,5503,5704,5528,11428,13657,7040,6715,9484,8643
2293,45878,2250,2652,2538,2551,5812,7059,3518,3476,4204,2773
2294,1569657,86097,136500,150978,123493,190292,192691,94072,80285,104055,88143
2295,55687,3328,3064,2185,2367,6718,9599,4665,3758,6895,4295
2296,17070,832,895,816,856,1809,2480,1436,1272,2038,1625
2297,144287,6547,7904,8330,8739,18959,21928,10715,10399,14335,13269
2298,40570,2806,3086,2282,2119,4681,5501,2961,2355,3600,2965
2299,75619,3271,4246,4249,4298,9503,11535,6387,5453,7922,7338
2300,6192,409,371,272,265,586,963,639,506,946,744
2301,41716,2037,2227,2107,2091,4669,6780,3807,3067,4745,3454
2302,41550,2542,2911,2394,2221,4606,5921,3197,2917,4543,3533
2303,45056,3545,3608,2773,2938,6137,6197,2924,2425,3656,3428
2304,52880,2601,2865,2743,2766,6031,8023,4637,4154,5637,4789
2305,40345,1888,2081,2053,2122,4601,6220,3574,2993,4496,3762
2306,207661,11114,12721,10793,11058,24771,31335,17024,14688,20450,18085
2307,51656,2391,2660,2533,2815,6291,8240,4485,3869,6085,4291
2308,356835,17185,20034,18026,18619,41663,55834,29665,27458,38052,34570
2309,27760,1527,1776,1533,1506,3293,4110,2243,2040,3024,1962
2310,442216,22972,26143,25911,26465,56341,66879,33139,26518,37881,29708
2311,49028,3384,3443,2531,2183,5384,7705,4261,2861,4515,4528
2312,164012,7321,9193,10031,10199,20962,26599,13122,11202,14867,13109
2313,83204,4504,5503,4912,4469,9697,12310,6575,5754,8585,6852
2314,633704,37757,52360,47498,42862,78501,88624,42038,34826,45226,42827
2315,126190,9800,11268,5696,5264,13555,19436,9837,9458,12300,9480
2316,24788,1404,1808,1191,1103,2945,3402,1749,1943,2754,1949
2317,165707,8185,10391,10437,9904,19139,22675,11984,10935,16431,11340
2318,9402,487,727,662,745,1189,1337,738,661,1023,515
2319,194174,9617,11683,10935,10978,24063,27362,13266,11828,18487,13177
2320,14842,1103,1595,626,695,1578,2025,1253,989,1636,1074
2321,21788,1393,1550,977,1218,2559,3063,1554,1536,2064,1356
2322,179316,8173,12010,10729,9830,17887,18729,10509,12409,24816,15209
2323,204632,9856,14913,14461,13901,25626,26457,12420,10450,15013,7629
2324,14808,673,941,730,732,1724,2227,1183,1204,1830,1084
2325,387847,17581,28982,34066,29328,45922,48759,24782,22803,31430,21008
2326,56549,2956,4044,3278,3142,7310,7835,3852,3296,4927,3261
2327,32424,1649,2278,1568,1800,3826,4787,2514,2235,3217,2092
2328,46127,2464,2946,2476,2510,5963,6852,3500,2827,4365,2722
2329,34156,1798,2586,1909,1763,3595,4607,2318,2834,4055,2488
2330,37581,1806,2399,2136,1971,4277,5299,2839,2611,4105,2712
2331,67572,3679,4476,3645,3666,8379,9432,4992,4903,6519,4263
2332,31073,1590,2118,1862,1946,3749,4206,2188,1879,2704,1874
2333,151716,8054,8976,10048,10174,20138,21511,8967,8173,10330,5847
2334,26620,1395,1607,1510,1878,3656,4018,1796,2134,2498,1490
2335,22868,1148,1412,1215,1041,2819,3584,1794,2009,2391,1504
2336,138537,7041,9840,8614,8705,17511,18628,9267,8937,11969,7932
2337,61065,2789,3051,2676,3090,6326,7949,4934,4978,8797,5242
2338,490332,25034,32157,32265,31821,63763,66136,31737,26266,38786,27089
2339,69981,4199,5034,4259,4130,8448,9374,4527,4076,6305,5126
2340,20066,1175,1349,1187,1331,2680,2857,1282,1460,1915,1223
2341,310186,12456,18586,18405,17214,34755,38506,19943,23126,36604,20367
2342,27465,1428,2301,2085,1506,3254,3338,1838,1719,2415,1359
2343,63734,3164,3611,3426,3503,7680,9119,4484,4554,5941,4032
2344,86544,3676,4586,4444,5066,10659,11199,5364,5337,9212,5546
2345,66508,3770,4750,3848,3518,7920,9511,4539,4690,6277,4472
2346,17897,817,1555,1143,1153,2080,2592,1487,1177,1661,1195
2347,281870,13525,17081,18030,18046,36769,39751,18576,17010,22655,14818
2348,9694,270,462,518,562,1071,1300,752,930,1921,965
2349,31765,1545,2037,1951,1745,3673,4253,2240,2633,3159,2060
2350,27505,1378,1756,1971,2113,3875,4048,1809,1871,2615,1570
2351,37914,2185,2766,2107,1944,4529,5033,2751,2551,3859,2670
2352,75926,3208,4551,4040,4183,8375,10029,5580,5728,9548,6064
2353,89116,5327,7545,5624,4936,9445,12156,6052,6358,8792,6115
2354,121449,9697,15169,7169,6517,13352,15343,7663,6559,10406,7240
2355,404869,29543,45123,30401,28029,49508,50048,23368,20726,25987,17382
2356,20228,1007,1239,1172,1217,2322,2792,1610,1137,2055,1473
2357,297732,15932,20540,18367,17465,37014,40929,19283,17575,25265,17282
2358,107379,5800,8925,7644,6699,12294,14426,6657,6401,8698,6418
2359,27772,1358,1599,1396,1506,3442,4130,1978,2173,2913,2216
2360,32256,1595,2103,1921,2003,3902,4430,2566,2438,3406,2264
2361,251664,13267,15186,14131,15107,33955,35383,15523,14089,18794,11515
2362,2739,135,150,144,150,279,339,160,188,274,303
2363,18163,788,965,1163,1215,1787,2651,1116,1296,1387,1558
2364,3440,265,203,249,126,357,360,218,238,161,220
2365,6972,295,467,424,462,817,990,587,368,645,788
2366,33697,3465,6579,2480,1979,3098,3188,1526,1676,1774,1564
2367,38637,2172,2743,2590,2430,4355,4917,2761,2174,2823,3189
2368,5280,291,299,264,297,563,760,354,398,423,502
2369,2048,127,188,139,106,248,225,80,60,121,72
2370,10194,517,487,550,690,1016,1360,829,714,976,850
2371,1443,92,55,76,51,112,232,145,100,223,155
